id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,latitude,longitude,line_name,month,time_range,month_number,hour,year,Index,Check
8614,2018-04-10,17:48,Tuesday,FINCH STATION,MUTO,3,5,S,YU,5421,Misc. Transportation Other - Employee Non-Chargeable,43.780556,-79.414722,Yonge University Spadina,April,3-6PM,4,17,2018,,
8615,2018-04-10,23:49,Tuesday,QUEEN STATION,SUUT,5,10,N,YU,5651,Unauthorized at Track Level,43.6525,-79.379167,Yonge University Spadina,April,9PM-1:30AM,4,23,2018,,
8616,2018-04-11,0:01,Wednesday,DUNDAS WEST STATION,MUI,9,13,W,BD,5054,Injured or ill Customer (On Train) - Transported,43.656944,-79.452917,Bloor Danforth,April,9PM-1:30AM,4,0,2018,,
8617,2018-04-11,0:44,Wednesday,ST GEORGE BD STATION,TUMVS,7,11,E,BD,5226,Operator Violated Signal,43.668056, -79.399722,Bloor Danforth,April,9PM-1:30AM,4,0,2018,,
8618,2018-04-11,7:26,Wednesday,DONLANDS STATION,TUDOE,18,20,E,BD,5281,Doors Open in Error,43.681111,-79.337778,Bloor Danforth,April,5-9AM,4,7,2018,,
8619,2018-04-11,7:51,Wednesday,DUNDAS WEST STATION,MUDD,6,8,W,BD,5354,Door Problems - Debris Related,43.656944,-79.452917,Bloor Danforth,April,5-9AM,4,7,2018,,
8620,2018-04-11,8:04,Wednesday,PAPE STATION,EUDO,6,8,W,BD,5079,Door Problems - Faulty Equipment,43.68,-79.345,Bloor Danforth,April,5-9AM,4,8,2018,,
8621,2018-04-11,8:41,Wednesday,QUEEN'S PARK STATION,MUI,7,9,S,YU,5696,Injured or ill Customer (On Train) - Transported,43.66,-79.390556,Yonge University Spadina,April,5-9AM,4,8,2018,,
8622,2018-04-11,11:56,Wednesday,KING STATION,TUO,3,6,S,YU,5906,Transportation Department - Other,43.649167,-79.377778,Yonge University Spadina,April,9AM-12PM,4,11,2018,,
8623,2018-04-11,12:18,Wednesday,DUPONT STATION,SUDP,3,6,S,YU,6036,Disorderly Patron,43.674584,-79.40683,Yonge University Spadina,April,12-3PM,4,12,2018,,
8624,2018-04-11,13:18,Wednesday,BROADVIEW STATION,MUPAA,3,6,E,BD,5336,Passenger Assistance Alarm Activated - No Trouble Found,43.676944,-79.358333,Bloor Danforth,April,12-3PM,4,13,2018,,
8625,2018-04-11,14:02,Wednesday,EGLINTON STATION,EUDO,5,8,S,YU,5701,Door Problems - Faulty Equipment,43.705833,-79.398333,Yonge University Spadina,April,12-3PM,4,14,2018,,
8626,2018-04-11,16:34,Wednesday,GREENWOOD STATION,SUDP,3,5,W,BD,5022,Disorderly Patron,43.6825,-79.330278,Bloor Danforth,April,3-6PM,4,16,2018,,
8627,2018-04-11,17:07,Wednesday,SHEPPARD WEST STATION,EUTL,10,12,N,YU,5771,Trainline System,43.749444,-79.461944,Yonge University Spadina,April,3-6PM,4,17,2018,,
8628,2018-04-11,18:03,Wednesday,KIPLING STATION,MUSAN,3,5,E,BD,5108,Unsanitary Vehicle,43.637222,-79.536111,Bloor Danforth,April,6-9PM,4,18,2018,,
8629,2018-04-11,19:24,Wednesday,BROADVIEW STATION,TUOS,3,5,E,BD,5226,Operator Overshot Platform,43.676944,-79.358333,Bloor Danforth,April,6-9PM,4,19,2018,,
8630,2018-04-11,19:59,Wednesday,ST GEORGE YUS STATION,MUSC,7,11,S,YU,6116,Miscellaneous Speed Control,43.66806,-79.39972,Yonge University Spadina,April,6-9PM,4,19,2018,,
8631,2018-04-11,21:41,Wednesday,DON MILLS STATION,MUI,5,10,E,SHP,6146,Injured or ill Customer (On Train) - Transported,43.775556,-79.346389,Sheppard,April,9PM-1:30AM,4,21,2018,,
8632,2018-04-11,23:03,Wednesday,KIPLING STATION,MUIR,4,8,W,BD,5121,Injured or ill Customer (On Train) - Medical Aid Refused,43.637222,-79.536111,Bloor Danforth,April,9PM-1:30AM,4,23,2018,,
8633,2018-04-12,0:02,Thursday,ISLINGTON STATION,MUIR,12,17,E,BD,5123,Injured or ill Customer (On Train) - Medical Aid Refused,43.645278,-79.524444,Bloor Danforth,April,9PM-1:30AM,4,0,2018,,
8634,2018-04-12,0:27,Thursday,ST GEORGE YUS STATION,MUIRS,4,9,N,YU,5936,Injured or ill Customer (In Station) - Medical Aid Refused,43.66806,-79.39972,Yonge University Spadina,April,9PM-1:30AM,4,0,2018,,
8635,2018-04-12,6:10,Thursday,MCCOWAN STATION,PRS,3,7,N,SRT,3015,VCC/RCIU/CCR,43.774917,-79.251667,Scarborough Rail Transit,April,5-9AM,4,6,2018,,
8636,2018-04-12,10:40,Thursday,DAVISVILLE STATION,SUPOL,3,6,S,YU,5611,Held By Polce - Non-TTC Related,43.697778,-79.397222,Yonge University Spadina,April,9AM-12PM,4,10,2018,,
8637,2018-04-12,10:43,Thursday,DONLANDS STATION,EUPI,3,6,E,BD,5156,Propulsion System,43.681111,-79.337778,Bloor Danforth,April,9AM-12PM,4,10,2018,,
8638,2018-04-12,11:23,Thursday,COLLEGE STATION,TUDOE,17,20,S,YU,5671,Doors Open in Error,43.661389,-79.383056,Yonge University Spadina,April,9AM-12PM,4,11,2018,,
8639,2018-04-12,12:33,Thursday,WARDEN STATION,SUDP,5,8,E,BD,5196,Disorderly Patron,43.711389,-79.279722,Bloor Danforth,April,12-3PM,4,12,2018,,
8640,2018-04-12,14:48,Thursday,WARDEN STATION,SUDP,3,5,W,BD,5162,Disorderly Patron,43.711389,-79.279722,Bloor Danforth,April,12-3PM,4,14,2018,,
8641,2018-04-12,17:41,Thursday,KENNEDY BD STATION,MUPAA,5,7,W,BD,5353,Passenger Assistance Alarm Activated - No Trouble Found,43.73255,-79.26361,Bloor Danforth,April,3-6PM,4,17,2018,,
8642,2018-04-12,18:06,Thursday,KIPLING STATION,MUIR,3,6,E,BD,5336,Injured or ill Customer (On Train) - Medical Aid Refused,43.637222,-79.536111,Bloor Danforth,April,6-9PM,4,18,2018,,
8643,2018-04-12,19:06,Thursday,KEELE STATION,SUAE,3,6,E,BD,5042,Assault / Employee Involved,43.655556,-79.459722,Bloor Danforth,April,6-9PM,4,19,2018,,
8644,2018-04-12,21:32,Thursday,LESLIE STATION,SUAP,14,19,W,SHP,6156,Assault / Patron Involved,43.771389,-79.365278,Sheppard,April,9PM-1:30AM,4,21,2018,,
8645,2018-04-12,21:44,Thursday,FINCH STATION,MUI,5,10,S,YU,5681,Injured or ill Customer (On Train) - Transported,43.780556,-79.414722,Yonge University Spadina,April,9PM-1:30AM,4,21,2018,,
8646,2018-04-12,21:58,Thursday,QUEEN STATION,SUBT,12,17,N,YU,6011,Bomb Threat,43.6525,-79.379167,Yonge University Spadina,April,9PM-1:30AM,4,21,2018,,
8647,2018-04-13,6:52,Friday,FINCH STATION,MUO,3,5,S,YU,5381,Miscellaneous Other,43.780556,-79.414722,Yonge University Spadina,April,5-9AM,4,6,2018,,
8648,2018-04-13,8:56,Friday,DOWNSVIEW PARK STATION,SUUT,10,14,S,YU,5951,Unauthorized at Track Level,43.753889,-79.478333,Yonge University Spadina,April,5-9AM,4,8,2018,,
8649,2018-04-13,11:46,Friday,KENNEDY BD STATION,SUDP,6,9,W,BD,5200,Disorderly Patron,43.73255,-79.26361,Bloor Danforth,April,9AM-12PM,4,11,2018,,
8650,2018-04-13,13:47,Friday,KENNEDY BD STATION,EUNT,3,6,E,BD,5113,Equipment - No Trouble Found,43.73255,-79.26361,Bloor Danforth,April,12-3PM,4,13,2018,,
8651,2018-04-13,13:55,Friday,VAUGHAN MC STATION,MUI,4,8,S,YU,5816,Injured or ill Customer (On Train) - Transported,43.794167,-79.5275,Yonge University Spadina,April,12-3PM,4,13,2018,,
8652,2018-04-13,14:02,Friday,WILSON STATION,TUNIP,4,8,N,YU,5556,Operator Not In Position,43.734167,-79.45,Yonge University Spadina,April,12-3PM,4,14,2018,,
8653,2018-04-13,14:25,Friday,WILSON STATION,TUNIP,4,8,N,YU,5951,Operator Not In Position,43.734167,-79.45,Yonge University Spadina,April,12-3PM,4,14,2018,,
8654,2018-04-13,14:48,Friday,EGLINTON WEST STATION,PUSTS,4,8,N,YU,5856,Signals - Train Stops,43.699209,-79.435819,Yonge University Spadina,April,12-3PM,4,14,2018,,
8655,2018-04-13,16:00,Friday,ST CLAIR STATION,MUI,3,6,S,YU,5571,Injured or ill Customer (On Train) - Transported,43.687778,-79.393056,Yonge University Spadina,April,3-6PM,4,16,2018,,
8656,2018-04-13,16:44,Friday,EGLINTON STATION,SUAE,9,12,N,YU,5936,Assault / Employee Involved,43.705833,-79.398333,Yonge University Spadina,April,3-6PM,4,16,2018,,
8657,2018-04-13,17:09,Friday,YORK MILLS STATION,SUDP,8,11,S,YU,5711,Disorderly Patron,43.744167,-79.406667,Yonge University Spadina,April,3-6PM,4,17,2018,,
8658,2018-04-13,18:42,Friday,NORTH YORK CTR STATION,MUI,18,21,N,YU,5411,Injured or ill Customer (On Train) - Transported,43.768333,-79.412778,Yonge University Spadina,April,6-9PM,4,18,2018,,
8659,2018-04-13,18:58,Friday,ST PATRICK STATION,SUUT,6,8,N,YU,5841,Unauthorized at Track Level,43.654722,-79.388333,Yonge University Spadina,April,6-9PM,4,18,2018,,
8660,2018-04-13,19:08,Friday,WELLESLEY STATION,EUTRD,4,6,S,YU,6016,TR Cab Doors,43.665278,-79.383889,Yonge University Spadina,April,6-9PM,4,19,2018,,
8661,2018-04-13,22:06,Friday,ST CLAIR STATION,TUOS,3,6,S,YU,5416,Operator Overshot Platform,43.687778,-79.393056,Yonge University Spadina,April,9PM-1:30AM,4,22,2018,,
8662,2018-04-13,23:42,Friday,SHEPPARD-YONGE YUS STATION,SUUT,20,35,N,YU,6056,Unauthorized at Track Level,43.761389,-79.410833,Yonge University Spadina,April,9PM-1:30AM,4,23,2018,,
8663,2018-04-14,9:20,Saturday,WARDEN STATION,MUPLB,13,17,E,BD,5353,Fire/Smoke Plan B - Source TTC,43.711389,-79.279722,Bloor Danforth,April,9AM-12PM,4,9,2018,,
8664,2018-04-14,10:20,Saturday,KENNEDY BD STATION,MUPLA,4,8,W,BD,5282,Fire/Smoke Plan A,43.73255,-79.26361,Bloor Danforth,April,9AM-12PM,4,10,2018,,
8665,2018-04-14,11:49,Saturday,QUEEN STATION,SUDP,4,7,S,YU,5761,Disorderly Patron,43.6525,-79.379167,Yonge University Spadina,April,9AM-12PM,4,11,2018,,
8666,2018-04-14,13:39,Saturday,WOODBINE STATION,MUIR,3,7,E,BD,5362,Injured or ill Customer (On Train) - Medical Aid Refused,43.686389,-79.312778,Bloor Danforth,April,12-3PM,4,13,2018,,
8667,2018-04-14,14:23,Saturday,CHRISTIE STATION,EUDO,5,9,E,BD,5096,Door Problems - Faulty Equipment,43.664167,-79.418333,Bloor Danforth,April,12-3PM,4,14,2018,,
8668,2018-04-14,18:37,Saturday,WILSON STATION,SUO,4,7,N,YU,6131,Passenger Other,43.734167,-79.45,Yonge University Spadina,April,6-9PM,4,18,2018,,
8669,2018-04-14,18:45,Saturday,ST CLAIR STATION,SUO,10,13,S,YU,5451,Passenger Other,43.687778,-79.393056,Yonge University Spadina,April,6-9PM,4,18,2018,,
8670,2018-04-14,19:16,Saturday,DAVISVILLE STATION,PUSIS,4,9,S,YU,5596,Signals Track Weather Related,43.697778,-79.397222,Yonge University Spadina,April,6-9PM,4,19,2018,,
8671,2018-04-14,19:43,Saturday,EGLINTON STATION,PUSIS,4,9,N,YU,6066,Signals Track Weather Related,43.705833,-79.398333,Yonge University Spadina,April,6-9PM,4,19,2018,,
8672,2018-04-15,0:00,Sunday,SHEPPARD WEST STATION,MUATC,14,19,N,YU,6061,ATC Project,43.749444,-79.461944,Yonge University Spadina,April,9PM-1:30AM,4,0,2018,,
8673,2018-04-15,8:40,Sunday,ST CLAIR STATION,MUO,6,11,N,YU,5806,Miscellaneous Other,43.687778,-79.393056,Yonge University Spadina,April,5-9AM,4,8,2018,,
8674,2018-04-15,10:07,Sunday,DAVISVILLE STATION,PUSIS,5,10,S,YU,5941,Signals Track Weather Related,43.697778,-79.397222,Yonge University Spadina,April,9AM-12PM,4,10,2018,,
8675,2018-04-15,10:54,Sunday,LAWRENCE EAST STATION,ERDO,3,9,N,SRT,3009,Door Problems - Faulty Equipment,43.750278,-79.270278,Scarborough Rail Transit,April,9AM-12PM,4,10,2018,,
8676,2018-04-15,13:23,Sunday,SPADINA YUS STATION,PUSTS,6,10,N,YU,5841,Signals - Train Stops,43.66722,-79.40389,Yonge University Spadina,April,12-3PM,4,13,2018,,
8677,2018-04-15,15:22,Sunday,MCCOWAN STATION,MRWEA,5,11,N,SRT,3004,Weather Reports / Related Delays,43.774917,-79.251667,Scarborough Rail Transit,April,3-6PM,4,15,2018,,
8678,2018-04-15,15:51,Sunday,PAPE STATION,MUIR,7,11,E,BD,5017,Injured or ill Customer (On Train) - Medical Aid Refused,43.68,-79.345,Bloor Danforth,April,3-6PM,4,15,2018,,
8679,2018-04-15,16:17,Sunday,ELLESMERE STATION,ERTC,12,17,N,SRT,3025,Train Control - VOBC,43.766944,-79.276389,Scarborough Rail Transit,April,3-6PM,4,16,2018,,
8680,2018-04-15,18:48,Sunday,LANSDOWNE STATION,MUPAA,3,7,W,BD,5068,Passenger Assistance Alarm Activated - No Trouble Found,43.659167,-79.442778,Bloor Danforth,April,6-9PM,4,18,2018,,
8681,2018-04-15,20:02,Sunday,VAUGHAN MC STATION,MUWEA,5,10,S,YU,6036,Weather Reports / Related Delays,43.794167,-79.5275,Yonge University Spadina,April,6-9PM,4,20,2018,,
8682,2018-04-15,21:10,Sunday,FINCH STATION,TUST,5,10,N,YU,6046,Storm Trains,43.780556,-79.414722,Yonge University Spadina,April,9PM-1:30AM,4,21,2018,,
8683,2018-04-15,21:22,Sunday,WARDEN STATION,MUFM,18,23,E,BD,5114,Force Majeure,43.711389,-79.279722,Bloor Danforth,April,9PM-1:30AM,4,21,2018,,
8684,2018-04-15,22:34,Sunday,VICTORIA PARK STATION,MUPAA,5,10,W,BD,5282,Passenger Assistance Alarm Activated - No Trouble Found,43.695,-79.288611,Bloor Danforth,April,9PM-1:30AM,4,22,2018,,
8685,2018-04-16,0:26,Monday,SPADINA YUS STATION,EUDO,7,12,N,YU,5426,Door Problems - Faulty Equipment,43.66722,-79.40389,Yonge University Spadina,April,9PM-1:30AM,4,0,2018,,
8686,2018-04-16,5:40,Monday,WARDEN STATION,MUFM,108,113,W,BD,5111,Force Majeure,43.711389,-79.279722,Bloor Danforth,April,5-9AM,4,5,2018,,
8687,2018-04-16,5:59,Monday,EGLINTON STATION,EUDO,3,8,N,YU,5681,Door Problems - Faulty Equipment,43.705833,-79.398333,Yonge University Spadina,April,5-9AM,4,5,2018,,
8688,2018-04-16,6:43,Monday,VAUGHAN MC STATION,EUDO,6,11,S,YU,5806,Door Problems - Faulty Equipment,43.794167,-79.5275,Yonge University Spadina,April,5-9AM,4,6,2018,,
8689,2018-04-16,7:29,Monday,LAWRENCE STATION,MUI,3,5,S,YU,6051,Injured or ill Customer (On Train) - Transported,43.725,-79.402222,Yonge University Spadina,April,5-9AM,4,7,2018,,
8690,2018-04-16,7:41,Monday,LAWRENCE EAST STATION,ERDO,3,8,S,SRT,3000,Door Problems - Faulty Equipment,43.750278,-79.270278,Scarborough Rail Transit,April,5-9AM,4,7,2018,,
8691,2018-04-16,7:47,Monday,WARDEN STATION,PUSRA,10,15,W,BD,5111,Subway Radio System Fault ,43.711389,-79.279722,Bloor Danforth,April,5-9AM,4,7,2018,,
8692,2018-04-16,7:52,Monday,KING STATION,MUI,11,13,N,YU,5711,Injured or ill Customer (On Train) - Transported,43.649167,-79.377778,Yonge University Spadina,April,5-9AM,4,7,2018,,
8693,2018-04-16,7:56,Monday,EGLINTON STATION,MUPAA,3,5,S,YU,5876,Passenger Assistance Alarm Activated - No Trouble Found,43.705833,-79.398333,Yonge University Spadina,April,5-9AM,4,7,2018,,
8694,2018-04-16,8:10,Monday,UNION STATION,MUIR,4,6,N,YU,5611,Injured or ill Customer (On Train) - Medical Aid Refused,43.645556,-79.380556,Yonge University Spadina,April,5-9AM,4,8,2018,,
8695,2018-04-16,8:37,Monday,ST CLAIR STATION,MUIR,12,14,S,YU,5576,Injured or ill Customer (On Train) - Medical Aid Refused,43.687778,-79.393056,Yonge University Spadina,April,5-9AM,4,8,2018,,
8696,2018-04-16,8:44,Monday,SHERBOURNE STATION,MUI,14,16,W,BD,5145,Injured or ill Customer (On Train) - Transported,43.672222,-79.376389,Bloor Danforth,April,5-9AM,4,8,2018,,
8697,2018-04-16,8:50,Monday,ST CLAIR STATION,MUPAA,3,5,S,YU,5881,Passenger Assistance Alarm Activated - No Trouble Found,43.687778,-79.393056,Yonge University Spadina,April,5-9AM,4,8,2018,,
8698,2018-04-16,9:09,Monday,KENNEDY SRT STATION,PRS,12,18,S,SRT,0,VCC/RCIU/CCR,43.7325,-79.263611,Scarborough Rail Transit,April,9AM-12PM,4,9,2018,,
8699,2018-04-16,9:20,Monday,CHESTER STATION,PUSRA,3,5,W,BD,5079,Subway Radio System Fault ,43.678333,-79.3525,Bloor Danforth,April,9AM-12PM,4,9,2018,,
8700,2018-04-16,9:48,Monday,COXWELL STATION,MUNOA,4,7,W,BD,5001,No Operator Immediately Available - Not E.S.A. Related ,43.684167,-79.323056,Bloor Danforth,April,9AM-12PM,4,9,2018,,
8701,2018-04-16,11:43,Monday,CASTLE FRANK STATION,EUDO,9,12,W,BD,5336,Door Problems - Faulty Equipment,43.673611,-79.368889,Bloor Danforth,April,9AM-12PM,4,11,2018,,
8702,2018-04-16,12:18,Monday,GREENWOOD STATION,MUDD,3,6,E,BD,5007,Door Problems - Debris Related,43.6825,-79.330278,Bloor Danforth,April,12-3PM,4,12,2018,,
8703,2018-04-16,12:29,Monday,SHEPPARD WEST STATION,MUATC,5,8,N,YU,5926,ATC Project,43.749444,-79.461944,Yonge University Spadina,April,12-3PM,4,12,2018,,
8704,2018-04-16,12:58,Monday,VAUGHAN MC STATION,EUATC,5,8,S,YU,0,ATC RC&S Equipment,43.794167,-79.5275,Yonge University Spadina,April,12-3PM,4,12,2018,,
8705,2018-04-16,13:18,Monday,CHRISTIE STATION,MUPAA,4,7,W,BD,5123,Passenger Assistance Alarm Activated - No Trouble Found,43.664167,-79.418333,Bloor Danforth,April,12-3PM,4,13,2018,,
8706,2018-04-16,14:39,Monday,DONLANDS STATION,MUIR,9,12,W,BD,5188,Injured or ill Customer (On Train) - Medical Aid Refused,43.681111,-79.337778,Bloor Danforth,April,12-3PM,4,14,2018,,
8707,2018-04-16,16:29,Monday,DAVISVILLE STATION,EUDO,3,5,S,YU,5771,Door Problems - Faulty Equipment,43.697778,-79.397222,Yonge University Spadina,April,3-6PM,4,16,2018,,
8708,2018-04-16,18:51,Monday,WELLESLEY STATION,SUDP,5,7,S,YU,5981,Disorderly Patron,43.665278,-79.383889,Yonge University Spadina,April,6-9PM,4,18,2018,,
8709,2018-04-16,19:48,Monday,ROSEDALE STATION,SUDP,3,6,N,YU,5511,Disorderly Patron,43.676944,-79.388889,Yonge University Spadina,April,6-9PM,4,19,2018,,
8710,2018-04-16,20:57,Monday,COXWELL STATION,TUNOA,4,8,W,BD,5071,No Operator Immediately Available ,43.684167,-79.323056,Bloor Danforth,April,6-9PM,4,20,2018,,
8711,2018-04-16,21:31,Monday,KENNEDY BD STATION,PUSO,5,10,E,BD,5169,S/E/C Department Other,43.73255,-79.26361,Bloor Danforth,April,9PM-1:30AM,4,21,2018,,
8712,2018-04-16,22:33,Monday,YONGE BLOOR YUS STATION,SUDP,5,10,S,YU,5761,Disorderly Patron,43.67111,-79.38583,Yonge University Spadina,April,9PM-1:30AM,4,22,2018,,
8713,2018-04-17,8:00,Tuesday,EGLINTON STATION,MUIR,3,5,S,YU,5416,Injured or ill Customer (On Train) - Medical Aid Refused,43.705833,-79.398333,Yonge University Spadina,April,5-9AM,4,8,2018,,
8714,2018-04-17,8:40,Tuesday,EGLINTON WEST STATION,SUDP,9,11,S,YU,5791,Disorderly Patron,43.699209,-79.435819,Yonge University Spadina,April,5-9AM,4,8,2018,,
8715,2018-04-17,9:01,Tuesday,KIPLING STATION,MUPAA,3,5,,BD,5108,Passenger Assistance Alarm Activated - No Trouble Found,43.637222,-79.536111,Bloor Danforth,April,9AM-12PM,4,9,2018,,
8716,2018-04-17,10:35,Tuesday,YONGE BLOOR YUS STATION,MUSAN,5,8,S,YU,5506,Unsanitary Vehicle,43.67111,-79.38583,Yonge University Spadina,April,9AM-12PM,4,10,2018,,
8717,2018-04-17,14:04,Tuesday,LAWRENCE WEST STATION,MUI,4,7,S,YU,6136,Injured or ill Customer (On Train) - Transported,43.715833,-79.444167,Yonge University Spadina,April,12-3PM,4,14,2018,,
8718,2018-04-17,14:38,Tuesday,GREENWOOD STATION,MUTO,3,6,E,BD,5250,Misc. Transportation Other - Employee Non-Chargeable,43.6825,-79.330278,Bloor Danforth,April,12-3PM,4,14,2018,,
8719,2018-04-17,15:18,Tuesday,KEELE STATION,SUO,12,14,W,BD,5337,Passenger Other,43.655556,-79.459722,Bloor Danforth,April,3-6PM,4,15,2018,,
8720,2018-04-17,15:51,Tuesday,WILSON STATION,SUDP,6,9,S,YU,5881,Disorderly Patron,43.734167,-79.45,Yonge University Spadina,April,3-6PM,4,15,2018,,
8721,2018-04-17,16:29,Tuesday,DAVISVILLE STATION,EUYRD,3,5,S,YU,5406,Yard/Carhouse Related Problems,43.697778,-79.397222,Yonge University Spadina,April,3-6PM,4,16,2018,,
8722,2018-04-17,17:35,Tuesday,KENNEDY BD STATION,MUDD,3,5,W,BD,5212,Door Problems - Debris Related,43.73255,-79.26361,Bloor Danforth,April,3-6PM,4,17,2018,,
8723,2018-04-17,17:47,Tuesday,ISLINGTON STATION,MUTO,6,9,E,BD,5102,Misc. Transportation Other - Employee Non-Chargeable,43.645278,-79.524444,Bloor Danforth,April,3-6PM,4,17,2018,,
8724,2018-04-17,17:51,Tuesday,SHEPPARD WEST STATION,MUATC,3,6,N,YU,6036,ATC Project,43.749444,-79.461944,Yonge University Spadina,April,3-6PM,4,17,2018,,
8725,2018-04-17,17:57,Tuesday,VICTORIA PARK STATION,MUIR,3,5,E,BD,5033,Injured or ill Customer (On Train) - Medical Aid Refused,43.695,-79.288611,Bloor Danforth,April,3-6PM,4,17,2018,,
8726,2018-04-17,18:19,Tuesday,ST GEORGE BD STATION,SUDP,5,7,W,BD,5263,Disorderly Patron,43.668056, -79.399722,Bloor Danforth,April,6-9PM,4,18,2018,,
8727,2018-04-17,18:41,Tuesday,YONGE BLOOR YUS STATION,SUDP,4,6,N,YU,5406,Disorderly Patron,43.67111,-79.38583,Yonge University Spadina,April,6-9PM,4,18,2018,,
8728,2018-04-17,20:09,Tuesday,DOWNSVIEW PARK STATION,MUPAA,4,7,S,YU,6041,Passenger Assistance Alarm Activated - No Trouble Found,43.753889,-79.478333,Yonge University Spadina,April,6-9PM,4,20,2018,,
8729,2018-04-17,20:27,Tuesday,KIPLING STATION,SUDP,3,6,E,BD,5297,Disorderly Patron,43.637222,-79.536111,Bloor Danforth,April,6-9PM,4,20,2018,,
8730,2018-04-17,20:50,Tuesday,DAVISVILLE STATION,SUDP,7,10,S,YU,5746,Disorderly Patron,43.697778,-79.397222,Yonge University Spadina,April,6-9PM,4,20,2018,,
8731,2018-04-17,21:16,Tuesday,LAWRENCE STATION,MUPAA,4,7,N,YU,6126,Passenger Assistance Alarm Activated - No Trouble Found,43.725,-79.402222,Yonge University Spadina,April,9PM-1:30AM,4,21,2018,,
8732,2018-04-17,21:59,Tuesday,KIPLING STATION,PUSSW,4,8,W,BD,5054,Track Switch Failure - Signal Related Problem,43.637222,-79.536111,Bloor Danforth,April,9PM-1:30AM,4,21,2018,,
8733,2018-04-17,22:05,Tuesday,HIGH PARK STATION,SUDP,6,10,W,BD,5343,Disorderly Patron,43.653889,-79.466667,Bloor Danforth,April,9PM-1:30AM,4,22,2018,,
8734,2018-04-17,22:14,Tuesday,SUMMERHILL STATION,MUPAA,3,8,N,YU,5766,Passenger Assistance Alarm Activated - No Trouble Found,43.682222,-79.390833,Yonge University Spadina,April,9PM-1:30AM,4,22,2018,,
8735,2018-04-17,22:20,Tuesday,ST GEORGE YUS STATION,MUTO,5,10,S,YU,5391,Misc. Transportation Other - Employee Non-Chargeable,43.66806,-79.39972,Yonge University Spadina,April,9PM-1:30AM,4,22,2018,,
8736,2018-04-18,0:05,Wednesday,SHEPPARD WEST STATION,TUATC,5,10,N,YU,5436,ATC Operator Related,43.749444,-79.461944,Yonge University Spadina,April,9PM-1:30AM,4,0,2018,,
8737,2018-04-18,5:54,Wednesday,UNION STATION,PUTWZ,19,23,N,YU,5976,Work Zone Problems - Track,43.645556,-79.380556,Yonge University Spadina,April,5-9AM,4,5,2018,,
8738,2018-04-18,6:08,Wednesday,YONGE BLOOR BD STATION,PUTWZ,4,8,W,BD,5268,Work Zone Problems - Track,43.67111,-79.38583,Bloor Danforth,April,5-9AM,4,6,2018,,
8739,2018-04-18,7:26,Wednesday,GREENWOOD STATION,EUDO,3,5,E,BD,5005,Door Problems - Faulty Equipment,43.6825,-79.330278,Bloor Danforth,April,5-9AM,4,7,2018,,
8740,2018-04-18,7:58,Wednesday,YONGE BLOOR BD STATION,MUPAA,3,5,E,BD,5087,Passenger Assistance Alarm Activated - No Trouble Found,43.67111,-79.38583,Bloor Danforth,April,5-9AM,4,7,2018,,
8741,2018-04-18,8:16,Wednesday,SHERBOURNE STATION,EUAC,3,5,E,BD,5250,Air Conditioning,43.672222,-79.376389,Bloor Danforth,April,5-9AM,4,8,2018,,
8742,2018-04-18,8:35,Wednesday,BAY STATION,PUSTC,13,15,W,BD,5221,Signals - Track Circuit Problems,43.670278,-79.39,Bloor Danforth,April,5-9AM,4,8,2018,,
8743,2018-04-18,8:45,Wednesday,OSSINGTON STATION,MUTO,8,10,W,BD,5012,Misc. Transportation Other - Employee Non-Chargeable,43.662222,-79.426667,Bloor Danforth,April,5-9AM,4,8,2018,,
8744,2018-04-18,11:17,Wednesday,COXWELL STATION,EUNT,7,10,W,BD,5281,Equipment - No Trouble Found,43.684167,-79.323056,Bloor Danforth,April,9AM-12PM,4,11,2018,,
8745,2018-04-18,11:29,Wednesday,KIPLING STATION,EUNT,3,6,E,BD,5033,Equipment - No Trouble Found,43.637222,-79.536111,Bloor Danforth,April,9AM-12PM,4,11,2018,,
8746,2018-04-18,11:54,Wednesday,SUMMERHILL STATION,SUDP,7,10,N,YU,5391,Disorderly Patron,43.682222,-79.390833,Yonge University Spadina,April,9AM-12PM,4,11,2018,,
8747,2018-04-18,12:10,Wednesday,DONLANDS STATION,MUO,3,5,W,BD,5012,Miscellaneous Other,43.681111,-79.337778,Bloor Danforth,April,12-3PM,4,12,2018,,
8748,2018-04-18,13:39,Wednesday,QUEEN STATION,MUPAA,3,6,N,YU,5511,Passenger Assistance Alarm Activated - No Trouble Found,43.6525,-79.379167,Yonge University Spadina,April,12-3PM,4,13,2018,,
8749,2018-04-18,14:08,Wednesday,DUNDAS WEST STATION,SUEAS,9,13,E,BD,5236,Emergency Alarm Station Activation,43.656944,-79.452917,Bloor Danforth,April,12-3PM,4,14,2018,,
8750,2018-04-18,15:10,Wednesday,OSSINGTON STATION,EUNT,7,10,E,BD,5005,Equipment - No Trouble Found,43.662222,-79.426667,Bloor Danforth,April,3-6PM,4,15,2018,,
8751,2018-04-18,16:41,Wednesday,WILSON STATION,MUCL,4,6,S,YU,5731,Divisional Clerk Related,43.734167,-79.45,Yonge University Spadina,April,3-6PM,4,16,2018,,
